sample_id,organ,platform,dataset_title,n_spots_metadata,n_genes_metadata,has_features,has_counts,has_coords,has_size_factor,ready_for_training
INT13,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,4359,17943,False,True,True,True,False
INT14,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,4562,17943,False,True,True,True,False
INT15,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,4940,17943,False,True,True,True,False
INT16,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,3206,17943,False,True,True,True,False
INT17,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,3585,17943,False,True,True,True,False
INT18,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,4915,17943,False,True,True,True,False
INT19,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,4948,17943,False,True,True,True,False
INT2,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,2580,36601,False,True,True,True,False
INT20,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,4860,17943,False,True,True,True,False
INT21,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,4975,17943,False,True,True,True,False
INT22,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,3829,17943,False,True,True,True,False
INT23,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,4755,17943,False,True,True,True,False
INT24,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,4510,17943,False,True,True,True,False
INT3,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,2007,36601,False,True,True,True,False
INT4,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,1349,36601,False,True,True,True,False
INT5,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,1186,36601,False,True,True,True,False
INT6,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,1678,36601,False,True,True,True,False
INT7,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,2374,36601,False,True,True,True,False
INT8,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,1949,36601,False,True,True,True,False
INT9,Kidney,Visium,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer,1696,36601,False,True,True,True,False
NCBI642,Liver,Visium,Identification of TREM1+CD163+ myeloid cells as a deleterious immune subset in HCC [Spatial Transcriptomics],1987,36601,False,True,True,True,False
NCBI643,Liver,Visium,Identification of TREM1+CD163+ myeloid cells as a deleterious immune subset in HCC [Spatial Transcriptomics],2261,36601,False,True,True,True,False
NCBI826,Liver,Visium,Multimodal decoding of human liver regeneration [st_human],4992,33538,False,True,True,True,False
NCBI827,Liver,Visium,Multimodal decoding of human liver regeneration [st_human],4992,33538,False,True,True,True,False
NCBI828,Liver,Visium,Multimodal decoding of human liver regeneration [st_human],4992,33538,False,True,True,True,False
NCBI829,Liver,Visium,Multimodal decoding of human liver regeneration [st_human],4992,33538,False,True,True,True,False
NCBI830,Liver,Visium,Multimodal decoding of human liver regeneration [st_human],4992,33538,False,True,True,True,False
NCBI831,Liver,Visium,Multimodal decoding of human liver regeneration [st_human],4992,33538,False,True,True,True,False
NCBI832,Liver,Visium,Multimodal decoding of human liver regeneration [st_human],4992,33538,False,True,True,True,False
NCBI833,Liver,Visium,Multimodal decoding of human liver regeneration [st_human],4992,33538,False,True,True,True,False
NCBI672,Liver,Visium,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,4992,36601,False,True,True,True,False
NCBI673,Liver,Visium,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,4992,36601,False,True,True,True,False
NCBI674,Liver,Visium,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,4992,36601,False,True,True,True,False
NCBI675,Liver,Visium,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,4992,36601,False,True,True,True,False
MISC13,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,1768,17922,False,True,True,True,False
MISC14,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,1670,17922,False,True,True,True,False
MISC15,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2501,17922,False,True,True,True,False
MISC16,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,3154,17922,False,True,True,True,False
MISC17,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,1084,33538,False,True,True,True,False
MISC18,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2081,33538,False,True,True,True,False
MISC19,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2454,33538,False,True,True,True,False
MISC20,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,3316,33538,False,True,True,True,False
MISC21,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2987,33538,False,True,True,True,False
MISC22,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2704,33538,False,True,True,True,False
MISC23,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,436,33538,False,True,True,True,False
MISC24,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,875,33538,False,True,True,True,False
MISC25,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2249,33538,False,True,True,True,False
MISC26,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2524,33538,False,True,True,True,False
MISC27,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,408,33538,False,True,True,True,False
MISC28,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,863,33538,False,True,True,True,False
MISC29,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2283,33538,False,True,True,True,False
MISC30,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2729,33538,False,True,True,True,False
MISC31,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,2524,33538,False,True,True,True,False
MISC32,Lung,Visium,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,1928,33538,False,True,True,True,False
NCBI534,Lung,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,533,33538,False,True,True,True,False
NCBI535,Lung,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,439,33538,False,True,True,True,False
NCBI536,Lung,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,444,33538,False,True,True,True,False
NCBI537,Lung,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,416,33538,False,True,True,True,False
MEND41,Lung,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,439,33538,False,True,True,True,False
MEND45,Lung,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,444,33538,False,True,True,True,False
MEND47,Lung,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,533,33538,False,True,True,True,False
MEND51,Lung,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,416,33538,False,True,True,True,False
MEND52,Lung,Visium,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues: Supplementary Data,758,33550,False,True,True,True,False
TENX62,Lung,Visium,Human Lung Cancer (FFPE),3858,18085,False,True,True,True,False
TENX72,Lung,Visium,"Human Lung Cancer, 11 mm Capture Area (FFPE)",6195,18085,False,True,True,True,False
MEND85,Lung,Visium,Spatially resolved transcriptomic profiling of degraded,2462,36601,False,True,True,True,False
MEND86,Lung,Visium,Spatially resolved transcriptomic profiling of degraded,3236,36601,False,True,True,True,False
MEND87,Lung,Visium,Spatially resolved transcriptomic profiling of degraded,1508,36601,False,True,True,True,False
MEND88,Lung,Visium,Spatially resolved transcriptomic profiling of degraded,986,36601,False,True,True,True,False
MEND89,Lung,Visium,Spatially resolved transcriptomic profiling of degraded,3712,17943,False,True,True,True,False
MEND90,Lung,Visium,Spatially resolved transcriptomic profiling of degraded,2726,17943,False,True,True,True,False
TENX16,Lymph node,Visium,Human Lymph Node,4035,36601,False,True,True,True,False
NCBI681,Lymph node,Visium,Single cell profiling of primary and paired metastatic lymph node tumors in breast cancer patients,4992,33931,False,True,True,True,False
NCBI682,Lymph node,Visium,Single cell profiling of primary and paired metastatic lymph node tumors in breast cancer patients,4988,33931,False,True,True,True,False
NCBI683,Lymph node,Visium,Single cell profiling of primary and paired metastatic lymph node tumors in breast cancer patients,4992,33931,False,True,True,True,False
NCBI684,Lymph node,Visium,Single cell profiling of primary and paired metastatic lymph node tumors in breast cancer patients,4992,33931,False,True,True,True,False
TENX51,Ovary,Visium,Human Ovarian Cancer (FFPE),3455,17943,False,True,True,True,False
TENX65,Ovary,Visium,"Human Ovarian Cancer, 11 mm Capture Area (FFPE)",4674,18085,False,True,True,True,False
NCBI569,Pancreas,Visium,Schwann Cells Shape Tumor Cells and Cancer-Associated Fibroblasts in the Pancreatic Ductal Adenocarcinoma Microenvironment [ST],3493,20615,False,True,True,True,False
NCBI570,Pancreas,Visium,Schwann Cells Shape Tumor Cells and Cancer-Associated Fibroblasts in the Pancreatic Ductal Adenocarcinoma Microenvironment [ST],3216,20615,False,True,True,True,False
NCBI571,Pancreas,Visium,Schwann Cells Shape Tumor Cells and Cancer-Associated Fibroblasts in the Pancreatic Ductal Adenocarcinoma Microenvironment [ST],2498,20615,False,True,True,True,False
NCBI572,Pancreas,Visium,Schwann Cells Shape Tumor Cells and Cancer-Associated Fibroblasts in the Pancreatic Ductal Adenocarcinoma Microenvironment [ST],3794,20615,False,True,True,True,False
TENX46,Prostate,Visium,"Human Prostate Cancer, Acinar Cell Carcinoma (FFPE)",3043,17943,False,True,True,True,False
TENX40,Prostate,Visium,"Human Prostate Cancer, Adenocarcinoma with Invasive Carcinoma (FFPE)",4371,17943,False,True,True,True,False
TENX41,Prostate,Visium,Normal Human Prostate (FFPE),2543,17943,False,True,True,True,False
INT25,Prostate,Visium,Prostate ST Internal,3808,17943,False,True,True,True,False
INT26,Prostate,Visium,Prostate ST Internal,3894,17943,False,True,True,True,False
INT27,Prostate,Visium,Prostate ST Internal,4176,17943,False,True,True,True,False
INT28,Prostate,Visium,Prostate ST Internal,3990,17943,False,True,True,True,False
INT35,Prostate,Visium,Prostate ST Internal,3998,17943,False,True,True,True,False
MEND139,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,3749,33538,False,True,True,True,False
MEND140,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,1935,33538,False,True,True,True,False
MEND141,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,1794,33538,False,True,True,True,False
MEND142,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,2997,33538,False,True,True,True,False
MEND143,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,3816,33538,False,True,True,True,False
MEND144,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,4074,33538,False,True,True,True,False
MEND145,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,1418,33538,False,True,True,True,False
MEND146,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,1964,33538,False,True,True,True,False
MEND147,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,2335,33538,False,True,True,True,False
MEND148,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,1633,33538,False,True,True,True,False
MEND149,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,1851,33538,False,True,True,True,False
MEND150,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,1751,33538,False,True,True,True,False
MEND151,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,2600,33538,False,True,True,True,False
MEND152,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,3082,33538,False,True,True,True,False
MEND153,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,1820,33538,False,True,True,True,False
MEND154,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,2736,33538,False,True,True,True,False
MEND156,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,3554,33538,False,True,True,True,False
MEND157,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,3190,33538,False,True,True,True,False
MEND158,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,3092,33538,False,True,True,True,False
MEND159,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,3856,33538,False,True,True,True,False
MEND160,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,4079,33538,False,True,True,True,False
MEND161,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,2775,33538,False,True,True,True,False
MEND162,Prostate,Visium,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,2609,33538,False,True,True,True,False
MEND59,Prostate,Visium,Spatially resolved transcriptomic profiling of degraded,3832,17943,False,True,True,True,False
MEND60,Prostate,Visium,Spatially resolved transcriptomic profiling of degraded,3954,17943,False,True,True,True,False
MEND61,Prostate,Visium,Spatially resolved transcriptomic profiling of degraded,4248,36601,False,True,True,True,False
MEND62,Prostate,Visium,Spatially resolved transcriptomic profiling of degraded,3650,36601,False,True,True,True,False
MEND37,Skin,Visium,Human squamous cell carcinoma,2363,33538,False,True,True,True,False
MEND38,Skin,Visium,Human squamous cell carcinoma,2752,33538,False,True,True,True,False
MEND39,Skin,Visium,Human squamous cell carcinoma,2496,33538,False,True,True,True,False
MEND40,Skin,Visium,Human squamous cell carcinoma,2793,33538,False,True,True,True,False
NCBI460,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1951,20613,False,True,True,True,False
NCBI461,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1987,20613,False,True,True,True,False
NCBI462,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,2043,20613,False,True,True,True,False
NCBI463,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1253,20613,False,True,True,True,False
NCBI464,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1979,20613,False,True,True,True,False
NCBI465,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,736,20613,False,True,True,True,False
NCBI466,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,691,20613,False,True,True,True,False
NCBI467,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1906,20613,False,True,True,True,False
NCBI468,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1964,20613,False,True,True,True,False
NCBI469,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1504,20613,False,True,True,True,False
NCBI470,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1350,20613,False,True,True,True,False
NCBI471,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1117,20613,False,True,True,True,False
NCBI472,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1122,20613,False,True,True,True,False
NCBI473,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,744,20613,False,True,True,True,False
NCBI474,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,598,20613,False,True,True,True,False
NCBI475,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1414,20613,False,True,True,True,False
NCBI476,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1144,20613,False,True,True,True,False
NCBI477,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,791,20613,False,True,True,True,False
NCBI478,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,790,20613,False,True,True,True,False
NCBI479,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1040,20613,False,True,True,True,False
NCBI480,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,695,20613,False,True,True,True,False
NCBI481,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,651,20613,False,True,True,True,False
NCBI482,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,625,20613,False,True,True,True,False
NCBI483,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,923,20613,False,True,True,True,False
NCBI484,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,713,20613,False,True,True,True,False
NCBI485,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,545,20613,False,True,True,True,False
NCBI486,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,305,20613,False,True,True,True,False
NCBI487,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1014,20613,False,True,True,True,False
NCBI488,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1021,20613,False,True,True,True,False
NCBI489,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,585,20613,False,True,True,True,False
NCBI490,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,617,20613,False,True,True,True,False
NCBI491,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,913,20613,False,True,True,True,False
NCBI492,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,814,20613,False,True,True,True,False
NCBI493,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,566,20613,False,True,True,True,False
NCBI494,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,508,20613,False,True,True,True,False
NCBI495,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,706,20613,False,True,True,True,False
NCBI496,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,697,20613,False,True,True,True,False
NCBI497,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,765,20613,False,True,True,True,False
NCBI498,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,698,20613,False,True,True,True,False
NCBI503,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,985,20613,False,True,True,True,False
NCBI504,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,1000,20613,False,True,True,True,False
NCBI505,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,706,20613,False,True,True,True,False
NCBI506,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,666,20613,False,True,True,True,False
NCBI507,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,469,20613,False,True,True,True,False
NCBI508,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,442,20613,False,True,True,True,False
NCBI509,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,768,20613,False,True,True,True,False
NCBI510,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,525,20613,False,True,True,True,False
NCBI515,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,825,20613,False,True,True,True,False
NCBI516,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,450,20613,False,True,True,True,False
NCBI517,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,549,20613,False,True,True,True,False
NCBI518,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,546,20613,False,True,True,True,False
NCBI519,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,524,20613,False,True,True,True,False
NCBI520,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,527,20613,False,True,True,True,False
NCBI521,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,464,20613,False,True,True,True,False
NCBI522,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,587,20613,False,True,True,True,False
NCBI523,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,752,20613,False,True,True,True,False
NCBI524,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,909,20613,False,True,True,True,False
NCBI525,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,777,20613,False,True,True,True,False
NCBI526,Skin,Visium,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,818,20613,False,True,True,True,False
NCBI690,Uterus,Visium,A single-cell transcriptomic analysis of endometriosis,1960,36601,False,True,True,True,False
NCBI691,Uterus,Visium,A single-cell transcriptomic analysis of endometriosis,1388,36601,False,True,True,True,False
NCBI573,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,1547,36612,False,True,True,True,False
NCBI574,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,1505,36612,False,True,True,True,False
NCBI575,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,967,36612,False,True,True,True,False
NCBI576,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,470,36612,False,True,True,True,False
NCBI811,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,1894,36612,False,True,True,True,False
NCBI812,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,2605,36612,False,True,True,True,False
NCBI813,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,2027,36612,False,True,True,True,False
NCBI814,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,1323,36612,False,True,True,True,False
NCBI815,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,369,36612,False,True,True,True,False
NCBI816,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,669,36612,False,True,True,True,False
NCBI817,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,341,36612,False,True,True,True,False
NCBI818,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,515,36612,False,True,True,True,False
NCBI819,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,918,36612,False,True,True,True,False
NCBI820,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,1561,36612,False,True,True,True,False
NCBI821,Uterus,Visium,SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,1375,36612,False,True,True,True,False
