sample_id,split,split_type,heldout
MEND52,train,leave_organ_out,Bowel
TENX62,train,leave_organ_out,Bowel
TENX72,train,leave_organ_out,Bowel
MEND85,train,leave_organ_out,Bowel
MEND86,train,leave_organ_out,Bowel
MEND87,train,leave_organ_out,Bowel
MEND88,train,leave_organ_out,Bowel
MEND89,train,leave_organ_out,Bowel
MEND90,train,leave_organ_out,Bowel
TENX16,train,leave_organ_out,Bowel
NCBI681,train,leave_organ_out,Bowel
NCBI682,train,leave_organ_out,Bowel
NCBI683,train,leave_organ_out,Bowel
NCBI684,train,leave_organ_out,Bowel
TENX51,train,leave_organ_out,Bowel
TENX65,train,leave_organ_out,Bowel
NCBI569,train,leave_organ_out,Bowel
NCBI570,train,leave_organ_out,Bowel
NCBI571,train,leave_organ_out,Bowel
NCBI572,train,leave_organ_out,Bowel
TENX46,train,leave_organ_out,Bowel
TENX40,train,leave_organ_out,Bowel
TENX41,train,leave_organ_out,Bowel
INT25,train,leave_organ_out,Bowel
INT26,train,leave_organ_out,Bowel
INT27,train,leave_organ_out,Bowel
INT28,train,leave_organ_out,Bowel
INT35,train,leave_organ_out,Bowel
MEND139,train,leave_organ_out,Bowel
MEND140,train,leave_organ_out,Bowel
MEND141,train,leave_organ_out,Bowel
MEND142,train,leave_organ_out,Bowel
MEND143,train,leave_organ_out,Bowel
MEND144,train,leave_organ_out,Bowel
MEND145,train,leave_organ_out,Bowel
MEND146,train,leave_organ_out,Bowel
MEND147,train,leave_organ_out,Bowel
MEND148,train,leave_organ_out,Bowel
MEND149,train,leave_organ_out,Bowel
MEND150,train,leave_organ_out,Bowel
MEND151,train,leave_organ_out,Bowel
MEND152,train,leave_organ_out,Bowel
MEND153,train,leave_organ_out,Bowel
MEND154,train,leave_organ_out,Bowel
MEND156,train,leave_organ_out,Bowel
MEND157,train,leave_organ_out,Bowel
MEND158,train,leave_organ_out,Bowel
MEND159,train,leave_organ_out,Bowel
MEND160,train,leave_organ_out,Bowel
MEND161,train,leave_organ_out,Bowel
MEND162,train,leave_organ_out,Bowel
MEND59,train,leave_organ_out,Bowel
MEND60,train,leave_organ_out,Bowel
MEND61,train,leave_organ_out,Bowel
MEND62,train,leave_organ_out,Bowel
MEND37,train,leave_organ_out,Bowel
MEND38,train,leave_organ_out,Bowel
MEND39,train,leave_organ_out,Bowel
MEND40,train,leave_organ_out,Bowel
NCBI460,train,leave_organ_out,Bowel
NCBI461,train,leave_organ_out,Bowel
NCBI462,train,leave_organ_out,Bowel
NCBI463,train,leave_organ_out,Bowel
NCBI464,train,leave_organ_out,Bowel
NCBI465,train,leave_organ_out,Bowel
NCBI466,train,leave_organ_out,Bowel
NCBI467,train,leave_organ_out,Bowel
NCBI468,train,leave_organ_out,Bowel
NCBI469,train,leave_organ_out,Bowel
NCBI470,train,leave_organ_out,Bowel
NCBI471,train,leave_organ_out,Bowel
NCBI472,train,leave_organ_out,Bowel
NCBI473,train,leave_organ_out,Bowel
NCBI474,train,leave_organ_out,Bowel
NCBI475,train,leave_organ_out,Bowel
NCBI476,train,leave_organ_out,Bowel
NCBI477,train,leave_organ_out,Bowel
NCBI478,train,leave_organ_out,Bowel
NCBI479,train,leave_organ_out,Bowel
NCBI480,train,leave_organ_out,Bowel
NCBI481,train,leave_organ_out,Bowel
NCBI482,train,leave_organ_out,Bowel
NCBI483,train,leave_organ_out,Bowel
NCBI484,train,leave_organ_out,Bowel
NCBI485,train,leave_organ_out,Bowel
NCBI486,train,leave_organ_out,Bowel
NCBI487,train,leave_organ_out,Bowel
NCBI488,train,leave_organ_out,Bowel
NCBI489,train,leave_organ_out,Bowel
NCBI490,train,leave_organ_out,Bowel
NCBI491,train,leave_organ_out,Bowel
NCBI492,train,leave_organ_out,Bowel
NCBI493,train,leave_organ_out,Bowel
NCBI494,train,leave_organ_out,Bowel
NCBI495,train,leave_organ_out,Bowel
NCBI496,train,leave_organ_out,Bowel
NCBI497,train,leave_organ_out,Bowel
NCBI498,train,leave_organ_out,Bowel
NCBI503,train,leave_organ_out,Bowel
NCBI504,train,leave_organ_out,Bowel
NCBI505,train,leave_organ_out,Bowel
NCBI506,train,leave_organ_out,Bowel
NCBI507,train,leave_organ_out,Bowel
NCBI508,train,leave_organ_out,Bowel
NCBI509,train,leave_organ_out,Bowel
NCBI510,train,leave_organ_out,Bowel
NCBI515,train,leave_organ_out,Bowel
NCBI516,train,leave_organ_out,Bowel
NCBI517,train,leave_organ_out,Bowel
NCBI518,train,leave_organ_out,Bowel
NCBI519,train,leave_organ_out,Bowel
NCBI520,train,leave_organ_out,Bowel
NCBI521,train,leave_organ_out,Bowel
NCBI522,train,leave_organ_out,Bowel
NCBI523,train,leave_organ_out,Bowel
NCBI524,train,leave_organ_out,Bowel
NCBI525,train,leave_organ_out,Bowel
NCBI526,train,leave_organ_out,Bowel
NCBI690,train,leave_organ_out,Bowel
NCBI691,train,leave_organ_out,Bowel
NCBI573,train,leave_organ_out,Bowel
NCBI574,train,leave_organ_out,Bowel
NCBI575,train,leave_organ_out,Bowel
NCBI576,train,leave_organ_out,Bowel
NCBI811,train,leave_organ_out,Bowel
NCBI812,train,leave_organ_out,Bowel
NCBI813,train,leave_organ_out,Bowel
NCBI814,train,leave_organ_out,Bowel
NCBI815,train,leave_organ_out,Bowel
NCBI816,train,leave_organ_out,Bowel
NCBI817,train,leave_organ_out,Bowel
NCBI818,train,leave_organ_out,Bowel
NCBI819,train,leave_organ_out,Bowel
NCBI820,train,leave_organ_out,Bowel
NCBI821,train,leave_organ_out,Bowel
NCBI600,train,leave_organ_out,Skin
NCBI601,train,leave_organ_out,Skin
NCBI602,train,leave_organ_out,Skin
NCBI603,train,leave_organ_out,Skin
NCBI854,train,leave_organ_out,Skin
NCBI855,train,leave_organ_out,Skin
MISC33,train,leave_organ_out,Skin
MISC34,train,leave_organ_out,Skin
MISC35,train,leave_organ_out,Skin
MISC36,train,leave_organ_out,Skin
MISC37,train,leave_organ_out,Skin
MISC38,train,leave_organ_out,Skin
MISC39,train,leave_organ_out,Skin
MISC40,train,leave_organ_out,Skin
MISC41,train,leave_organ_out,Skin
MISC42,train,leave_organ_out,Skin
MISC43,train,leave_organ_out,Skin
MISC44,train,leave_organ_out,Skin
MISC45,train,leave_organ_out,Skin
MISC46,train,leave_organ_out,Skin
MISC47,train,leave_organ_out,Skin
MISC48,train,leave_organ_out,Skin
MISC49,train,leave_organ_out,Skin
MISC50,train,leave_organ_out,Skin
MISC51,train,leave_organ_out,Skin
MISC52,train,leave_organ_out,Skin
MISC53,train,leave_organ_out,Skin
MISC54,train,leave_organ_out,Skin
MISC55,train,leave_organ_out,Skin
MISC56,train,leave_organ_out,Skin
MISC57,train,leave_organ_out,Skin
MISC58,train,leave_organ_out,Skin
MISC59,train,leave_organ_out,Skin
MISC60,train,leave_organ_out,Skin
MISC61,train,leave_organ_out,Skin
MISC62,train,leave_organ_out,Skin
MISC63,train,leave_organ_out,Skin
MISC64,train,leave_organ_out,Skin
MISC65,train,leave_organ_out,Skin
MISC66,train,leave_organ_out,Skin
MISC67,train,leave_organ_out,Skin
MISC68,train,leave_organ_out,Skin
MISC69,train,leave_organ_out,Skin
MISC70,train,leave_organ_out,Skin
MISC71,train,leave_organ_out,Skin
MISC72,train,leave_organ_out,Skin
MISC73,train,leave_organ_out,Skin
TENX152,train,leave_organ_out,Skin
ZEN36,train,leave_organ_out,Skin
ZEN37,train,leave_organ_out,Skin
ZEN38,train,leave_organ_out,Skin
ZEN39,train,leave_organ_out,Skin
ZEN40,train,leave_organ_out,Skin
ZEN41,train,leave_organ_out,Skin
ZEN42,train,leave_organ_out,Skin
ZEN43,train,leave_organ_out,Skin
ZEN44,train,leave_organ_out,Skin
ZEN45,train,leave_organ_out,Skin
ZEN46,train,leave_organ_out,Skin
ZEN47,train,leave_organ_out,Skin
ZEN48,train,leave_organ_out,Skin
ZEN49,train,leave_organ_out,Skin
TENX70,train,leave_organ_out,Skin
TENX28,train,leave_organ_out,Skin
TENX29,train,leave_organ_out,Skin
TENX49,train,leave_organ_out,Skin
MEND33,train,leave_organ_out,Skin
MEND34,train,leave_organ_out,Skin
MEND35,train,leave_organ_out,Skin
MEND36,train,leave_organ_out,Skin
MEND91,train,leave_organ_out,Skin
MEND92,train,leave_organ_out,Skin
MEND93,train,leave_organ_out,Skin
MEND95,train,leave_organ_out,Skin
MEND96,train,leave_organ_out,Skin
TENX89,train,leave_organ_out,Skin
TENX90,train,leave_organ_out,Skin
TENX91,train,leave_organ_out,Skin
TENX92,train,leave_organ_out,Skin
TENX73,train,leave_organ_out,Skin
TENX56,train,leave_organ_out,Skin
TENX27,train,leave_organ_out,Skin
TENX30,train,leave_organ_out,Skin
TENX31,train,leave_organ_out,Skin
NCBI653,train,leave_organ_out,Skin
NCBI654,train,leave_organ_out,Skin
NCBI655,train,leave_organ_out,Skin
NCBI656,train,leave_organ_out,Skin
NCBI657,train,leave_organ_out,Skin
NCBI628,train,leave_organ_out,Skin
NCBI629,train,leave_organ_out,Skin
NCBI630,train,leave_organ_out,Skin
NCBI631,train,leave_organ_out,Skin
NCBI632,train,leave_organ_out,Skin
NCBI633,train,leave_organ_out,Skin
NCBI634,train,leave_organ_out,Skin
NCBI635,train,leave_organ_out,Skin
NCBI636,train,leave_organ_out,Skin
NCBI637,train,leave_organ_out,Skin
NCBI638,train,leave_organ_out,Skin
NCBI639,train,leave_organ_out,Skin
NCBI640,train,leave_organ_out,Skin
NCBI641,train,leave_organ_out,Skin
MEND63,train,leave_organ_out,Skin
MEND64,train,leave_organ_out,Skin
MEND65,train,leave_organ_out,Skin
MEND66,train,leave_organ_out,Skin
MEND67,train,leave_organ_out,Skin
MEND68,train,leave_organ_out,Skin
MISC1,train,leave_organ_out,Skin
MISC10,train,leave_organ_out,Skin
MISC11,train,leave_organ_out,Skin
MISC12,train,leave_organ_out,Skin
MISC2,train,leave_organ_out,Skin
MISC3,train,leave_organ_out,Skin
MISC4,train,leave_organ_out,Skin
MISC5,train,leave_organ_out,Skin
MISC6,train,leave_organ_out,Skin
MISC7,train,leave_organ_out,Skin
MISC8,train,leave_organ_out,Skin
MISC9,train,leave_organ_out,Skin
TENX68,train,leave_organ_out,Skin
NCBI776,train,leave_organ_out,Skin
TENX13,train,leave_organ_out,Skin
TENX14,train,leave_organ_out,Skin
TENX39,train,leave_organ_out,Skin
TENX23,train,leave_organ_out,Skin
TENX53,train,leave_organ_out,Skin
TENX24,train,leave_organ_out,Skin
TENX50,train,leave_organ_out,Skin
NCBI1,train,leave_organ_out,Skin
NCBI2,train,leave_organ_out,Skin
NCBI3,train,leave_organ_out,Skin
NCBI4,train,leave_organ_out,Skin
NCBI591,train,leave_organ_out,Skin
NCBI592,train,leave_organ_out,Skin
NCBI593,train,leave_organ_out,Skin
NCBI594,train,leave_organ_out,Skin
NCBI595,train,leave_organ_out,Skin
NCBI771,train,leave_organ_out,Skin
TENX15,train,leave_organ_out,Skin
MISC101,train,leave_organ_out,Skin
MISC102,train,leave_organ_out,Skin
MISC103,train,leave_organ_out,Skin
MISC104,train,leave_organ_out,Skin
MISC105,train,leave_organ_out,Skin
MISC106,train,leave_organ_out,Skin
MISC107,train,leave_organ_out,Skin
MISC108,train,leave_organ_out,Skin
MISC109,train,leave_organ_out,Skin
MISC110,train,leave_organ_out,Skin
MISC111,train,leave_organ_out,Skin
MISC112,train,leave_organ_out,Skin
MISC113,train,leave_organ_out,Skin
MISC114,train,leave_organ_out,Skin
MISC115,train,leave_organ_out,Skin
MISC116,train,leave_organ_out,Skin
MISC117,train,leave_organ_out,Skin
MISC118,train,leave_organ_out,Skin
MISC119,train,leave_organ_out,Skin
MISC120,train,leave_organ_out,Skin
MISC121,train,leave_organ_out,Skin
MISC122,train,leave_organ_out,Skin
MISC123,train,leave_organ_out,Skin
MISC124,train,leave_organ_out,Skin
MISC125,train,leave_organ_out,Skin
MISC126,train,leave_organ_out,Skin
MISC127,train,leave_organ_out,Skin
MISC128,train,leave_organ_out,Skin
MISC129,train,leave_organ_out,Skin
MISC130,train,leave_organ_out,Skin
MISC131,train,leave_organ_out,Skin
MISC132,train,leave_organ_out,Skin
MISC133,train,leave_organ_out,Skin
MISC134,train,leave_organ_out,Skin
MISC135,train,leave_organ_out,Skin
MISC136,train,leave_organ_out,Skin
MISC138,train,leave_organ_out,Skin
MISC139,train,leave_organ_out,Skin
MISC140,train,leave_organ_out,Skin
MISC141,train,leave_organ_out,Skin
MISC142,train,leave_organ_out,Skin
NCBI562,train,leave_organ_out,Skin
NCBI563,train,leave_organ_out,Skin
NCBI564,train,leave_organ_out,Skin
NCBI565,train,leave_organ_out,Skin
NCBI566,train,leave_organ_out,Skin
NCBI567,train,leave_organ_out,Skin
NCBI568,train,leave_organ_out,Skin
NCBI538,train,leave_organ_out,Skin
NCBI539,train,leave_organ_out,Skin
NCBI540,train,leave_organ_out,Skin
MEND48,train,leave_organ_out,Skin
MEND49,train,leave_organ_out,Skin
MEND54,train,leave_organ_out,Skin
TENX71,train,leave_organ_out,Skin
NCBI599,train,leave_organ_out,Skin
NCBI692,train,leave_organ_out,Skin
NCBI693,train,leave_organ_out,Skin
NCBI694,train,leave_organ_out,Skin
NCBI695,train,leave_organ_out,Skin
NCBI696,train,leave_organ_out,Skin
NCBI697,train,leave_organ_out,Skin
NCBI698,train,leave_organ_out,Skin
NCBI699,train,leave_organ_out,Skin
NCBI700,train,leave_organ_out,Skin
NCBI701,train,leave_organ_out,Skin
NCBI702,train,leave_organ_out,Skin
NCBI703,train,leave_organ_out,Skin
NCBI704,train,leave_organ_out,Skin
NCBI705,train,leave_organ_out,Skin
NCBI706,train,leave_organ_out,Skin
NCBI707,train,leave_organ_out,Skin
NCBI708,train,leave_organ_out,Skin
NCBI709,train,leave_organ_out,Skin
NCBI710,train,leave_organ_out,Skin
NCBI711,train,leave_organ_out,Skin
NCBI712,train,leave_organ_out,Skin
NCBI713,train,leave_organ_out,Skin
NCBI714,train,leave_organ_out,Skin
INT1,train,leave_organ_out,Skin
INT10,train,leave_organ_out,Skin
INT11,train,leave_organ_out,Skin
INT12,train,leave_organ_out,Skin
INT13,train,leave_organ_out,Skin
INT14,train,leave_organ_out,Skin
INT15,train,leave_organ_out,Skin
INT16,train,leave_organ_out,Skin
INT17,train,leave_organ_out,Skin
INT18,train,leave_organ_out,Skin
INT19,train,leave_organ_out,Skin
INT2,train,leave_organ_out,Skin
INT20,train,leave_organ_out,Skin
INT21,train,leave_organ_out,Skin
INT22,train,leave_organ_out,Skin
INT23,train,leave_organ_out,Skin
INT24,train,leave_organ_out,Skin
INT3,train,leave_organ_out,Skin
INT4,train,leave_organ_out,Skin
INT5,train,leave_organ_out,Skin
INT6,train,leave_organ_out,Skin
INT7,train,leave_organ_out,Skin
INT8,train,leave_organ_out,Skin
INT9,train,leave_organ_out,Skin
NCBI642,train,leave_organ_out,Skin
NCBI643,train,leave_organ_out,Skin
NCBI826,train,leave_organ_out,Skin
NCBI827,train,leave_organ_out,Skin
NCBI828,train,leave_organ_out,Skin
NCBI829,train,leave_organ_out,Skin
NCBI830,train,leave_organ_out,Skin
NCBI831,train,leave_organ_out,Skin
NCBI832,train,leave_organ_out,Skin
NCBI833,train,leave_organ_out,Skin
NCBI672,train,leave_organ_out,Skin
NCBI673,train,leave_organ_out,Skin
NCBI674,train,leave_organ_out,Skin
NCBI675,train,leave_organ_out,Skin
MISC13,train,leave_organ_out,Skin
MISC14,train,leave_organ_out,Skin
MISC15,train,leave_organ_out,Skin
MISC16,train,leave_organ_out,Skin
MISC17,train,leave_organ_out,Skin
MISC18,train,leave_organ_out,Skin
MISC19,train,leave_organ_out,Skin
MISC20,train,leave_organ_out,Skin
MISC21,train,leave_organ_out,Skin
MISC22,train,leave_organ_out,Skin
MISC23,train,leave_organ_out,Skin
MISC24,train,leave_organ_out,Skin
MISC25,train,leave_organ_out,Skin
MISC26,train,leave_organ_out,Skin
MISC27,train,leave_organ_out,Skin
MISC28,train,leave_organ_out,Skin
MISC29,train,leave_organ_out,Skin
MISC30,train,leave_organ_out,Skin
MISC31,train,leave_organ_out,Skin
MISC32,train,leave_organ_out,Skin
NCBI534,train,leave_organ_out,Skin
NCBI535,train,leave_organ_out,Skin
NCBI536,train,leave_organ_out,Skin
NCBI537,train,leave_organ_out,Skin
MEND41,train,leave_organ_out,Skin
MEND45,train,leave_organ_out,Skin
MEND47,train,leave_organ_out,Skin
MEND51,train,leave_organ_out,Skin
MEND52,train,leave_organ_out,Skin
TENX62,train,leave_organ_out,Skin
TENX72,train,leave_organ_out,Skin
MEND85,train,leave_organ_out,Skin
MEND86,train,leave_organ_out,Skin
MEND87,train,leave_organ_out,Skin
MEND88,train,leave_organ_out,Skin
MEND89,train,leave_organ_out,Skin
MEND90,train,leave_organ_out,Skin
TENX16,train,leave_organ_out,Skin
NCBI681,train,leave_organ_out,Skin
NCBI682,train,leave_organ_out,Skin
NCBI683,train,leave_organ_out,Skin
NCBI684,train,leave_organ_out,Skin
TENX51,train,leave_organ_out,Skin
TENX65,train,leave_organ_out,Skin
NCBI569,train,leave_organ_out,Skin
NCBI570,train,leave_organ_out,Skin
NCBI571,train,leave_organ_out,Skin
NCBI572,train,leave_organ_out,Skin
TENX46,train,leave_organ_out,Skin
TENX40,train,leave_organ_out,Skin
TENX41,train,leave_organ_out,Skin
INT25,train,leave_organ_out,Skin
INT26,train,leave_organ_out,Skin
INT27,train,leave_organ_out,Skin
INT28,train,leave_organ_out,Skin
INT35,train,leave_organ_out,Skin
MEND139,train,leave_organ_out,Skin
MEND140,train,leave_organ_out,Skin
MEND141,train,leave_organ_out,Skin
MEND142,train,leave_organ_out,Skin
MEND143,train,leave_organ_out,Skin
MEND144,train,leave_organ_out,Skin
MEND145,train,leave_organ_out,Skin
MEND146,train,leave_organ_out,Skin
MEND147,train,leave_organ_out,Skin
MEND148,train,leave_organ_out,Skin
MEND149,train,leave_organ_out,Skin
MEND150,train,leave_organ_out,Skin
MEND151,train,leave_organ_out,Skin
MEND152,train,leave_organ_out,Skin
MEND153,train,leave_organ_out,Skin
MEND154,train,leave_organ_out,Skin
MEND156,train,leave_organ_out,Skin
MEND157,train,leave_organ_out,Skin
MEND158,train,leave_organ_out,Skin
MEND159,train,leave_organ_out,Skin
MEND160,train,leave_organ_out,Skin
MEND161,train,leave_organ_out,Skin
MEND162,train,leave_organ_out,Skin
MEND59,train,leave_organ_out,Skin
MEND60,train,leave_organ_out,Skin
MEND61,train,leave_organ_out,Skin
MEND62,train,leave_organ_out,Skin
MEND37,test,leave_organ_out,Skin
MEND38,test,leave_organ_out,Skin
MEND39,test,leave_organ_out,Skin
MEND40,test,leave_organ_out,Skin
NCBI460,test,leave_organ_out,Skin
NCBI461,test,leave_organ_out,Skin
NCBI462,test,leave_organ_out,Skin
NCBI463,test,leave_organ_out,Skin
NCBI464,test,leave_organ_out,Skin
NCBI465,test,leave_organ_out,Skin
NCBI466,test,leave_organ_out,Skin
NCBI467,test,leave_organ_out,Skin
NCBI468,test,leave_organ_out,Skin
NCBI469,test,leave_organ_out,Skin
NCBI470,test,leave_organ_out,Skin
NCBI471,test,leave_organ_out,Skin
NCBI472,test,leave_organ_out,Skin
NCBI473,test,leave_organ_out,Skin
NCBI474,test,leave_organ_out,Skin
NCBI475,test,leave_organ_out,Skin
NCBI476,test,leave_organ_out,Skin
NCBI477,test,leave_organ_out,Skin
NCBI478,test,leave_organ_out,Skin
NCBI479,test,leave_organ_out,Skin
NCBI480,test,leave_organ_out,Skin
NCBI481,test,leave_organ_out,Skin
NCBI482,test,leave_organ_out,Skin
NCBI483,test,leave_organ_out,Skin
NCBI484,test,leave_organ_out,Skin
NCBI485,test,leave_organ_out,Skin
NCBI486,test,leave_organ_out,Skin
NCBI487,test,leave_organ_out,Skin
NCBI488,test,leave_organ_out,Skin
NCBI489,test,leave_organ_out,Skin
NCBI490,test,leave_organ_out,Skin
NCBI491,test,leave_organ_out,Skin
NCBI492,test,leave_organ_out,Skin
NCBI493,test,leave_organ_out,Skin
NCBI494,test,leave_organ_out,Skin
NCBI495,test,leave_organ_out,Skin
NCBI496,test,leave_organ_out,Skin
NCBI497,test,leave_organ_out,Skin
NCBI498,test,leave_organ_out,Skin
NCBI503,test,leave_organ_out,Skin
NCBI504,test,leave_organ_out,Skin
NCBI505,test,leave_organ_out,Skin
NCBI506,test,leave_organ_out,Skin
NCBI507,test,leave_organ_out,Skin
NCBI508,test,leave_organ_out,Skin
NCBI509,test,leave_organ_out,Skin
NCBI510,test,leave_organ_out,Skin
NCBI515,test,leave_organ_out,Skin
NCBI516,test,leave_organ_out,Skin
NCBI517,test,leave_organ_out,Skin
NCBI518,test,leave_organ_out,Skin
NCBI519,test,leave_organ_out,Skin
NCBI520,test,leave_organ_out,Skin
NCBI521,test,leave_organ_out,Skin
NCBI522,test,leave_organ_out,Skin
NCBI523,test,leave_organ_out,Skin
NCBI524,test,leave_organ_out,Skin
NCBI525,test,leave_organ_out,Skin
NCBI526,test,leave_organ_out,Skin
NCBI690,train,leave_organ_out,Skin
NCBI691,train,leave_organ_out,Skin
NCBI573,train,leave_organ_out,Skin
NCBI574,train,leave_organ_out,Skin
NCBI575,train,leave_organ_out,Skin
NCBI576,train,leave_organ_out,Skin
NCBI811,train,leave_organ_out,Skin
NCBI812,train,leave_organ_out,Skin
NCBI813,train,leave_organ_out,Skin
NCBI814,train,leave_organ_out,Skin
NCBI815,train,leave_organ_out,Skin
NCBI816,train,leave_organ_out,Skin
NCBI817,train,leave_organ_out,Skin
NCBI818,train,leave_organ_out,Skin
NCBI819,train,leave_organ_out,Skin
NCBI820,train,leave_organ_out,Skin
NCBI821,train,leave_organ_out,Skin
NCBI600,train,leave_organ_out,Lung
NCBI601,train,leave_organ_out,Lung
NCBI602,train,leave_organ_out,Lung
NCBI603,train,leave_organ_out,Lung
NCBI854,train,leave_organ_out,Lung
NCBI855,train,leave_organ_out,Lung
MISC33,train,leave_organ_out,Lung
MISC34,train,leave_organ_out,Lung
MISC35,train,leave_organ_out,Lung
MISC36,train,leave_organ_out,Lung
MISC37,train,leave_organ_out,Lung
MISC38,train,leave_organ_out,Lung
MISC39,train,leave_organ_out,Lung
MISC40,train,leave_organ_out,Lung
MISC41,train,leave_organ_out,Lung
MISC42,train,leave_organ_out,Lung
MISC43,train,leave_organ_out,Lung
MISC44,train,leave_organ_out,Lung
MISC45,train,leave_organ_out,Lung
MISC46,train,leave_organ_out,Lung
MISC47,train,leave_organ_out,Lung
MISC48,train,leave_organ_out,Lung
MISC49,train,leave_organ_out,Lung
MISC50,train,leave_organ_out,Lung
MISC51,train,leave_organ_out,Lung
MISC52,train,leave_organ_out,Lung
MISC53,train,leave_organ_out,Lung
MISC54,train,leave_organ_out,Lung
MISC55,train,leave_organ_out,Lung
MISC56,train,leave_organ_out,Lung
MISC57,train,leave_organ_out,Lung
MISC58,train,leave_organ_out,Lung
MISC59,train,leave_organ_out,Lung
MISC60,train,leave_organ_out,Lung
MISC61,train,leave_organ_out,Lung
MISC62,train,leave_organ_out,Lung
MISC63,train,leave_organ_out,Lung
MISC64,train,leave_organ_out,Lung
MISC65,train,leave_organ_out,Lung
MISC66,train,leave_organ_out,Lung
MISC67,train,leave_organ_out,Lung
MISC68,train,leave_organ_out,Lung
MISC69,train,leave_organ_out,Lung
MISC70,train,leave_organ_out,Lung
MISC71,train,leave_organ_out,Lung
MISC72,train,leave_organ_out,Lung
MISC73,train,leave_organ_out,Lung
TENX152,train,leave_organ_out,Lung
ZEN36,train,leave_organ_out,Lung
ZEN37,train,leave_organ_out,Lung
ZEN38,train,leave_organ_out,Lung
ZEN39,train,leave_organ_out,Lung
ZEN40,train,leave_organ_out,Lung
ZEN41,train,leave_organ_out,Lung
ZEN42,train,leave_organ_out,Lung
ZEN43,train,leave_organ_out,Lung
ZEN44,train,leave_organ_out,Lung
ZEN45,train,leave_organ_out,Lung
ZEN46,train,leave_organ_out,Lung
ZEN47,train,leave_organ_out,Lung
ZEN48,train,leave_organ_out,Lung
ZEN49,train,leave_organ_out,Lung
TENX70,train,leave_organ_out,Lung
TENX28,train,leave_organ_out,Lung
TENX29,train,leave_organ_out,Lung
TENX49,train,leave_organ_out,Lung
MEND33,train,leave_organ_out,Lung
MEND34,train,leave_organ_out,Lung
MEND35,train,leave_organ_out,Lung
MEND36,train,leave_organ_out,Lung
MEND91,train,leave_organ_out,Lung
MEND92,train,leave_organ_out,Lung
MEND93,train,leave_organ_out,Lung
MEND95,train,leave_organ_out,Lung
MEND96,train,leave_organ_out,Lung
TENX89,train,leave_organ_out,Lung
TENX90,train,leave_organ_out,Lung
TENX91,train,leave_organ_out,Lung
TENX92,train,leave_organ_out,Lung
TENX73,train,leave_organ_out,Lung
TENX56,train,leave_organ_out,Lung
TENX27,train,leave_organ_out,Lung
TENX30,train,leave_organ_out,Lung
TENX31,train,leave_organ_out,Lung
NCBI653,train,leave_organ_out,Lung
NCBI654,train,leave_organ_out,Lung
NCBI655,train,leave_organ_out,Lung
NCBI656,train,leave_organ_out,Lung
NCBI657,train,leave_organ_out,Lung
NCBI628,train,leave_organ_out,Lung
NCBI629,train,leave_organ_out,Lung
NCBI630,train,leave_organ_out,Lung
NCBI631,train,leave_organ_out,Lung
NCBI632,train,leave_organ_out,Lung
NCBI633,train,leave_organ_out,Lung
NCBI634,train,leave_organ_out,Lung
NCBI635,train,leave_organ_out,Lung
NCBI636,train,leave_organ_out,Lung
NCBI637,train,leave_organ_out,Lung
NCBI638,train,leave_organ_out,Lung
NCBI639,train,leave_organ_out,Lung
NCBI640,train,leave_organ_out,Lung
NCBI641,train,leave_organ_out,Lung
MEND63,train,leave_organ_out,Lung
MEND64,train,leave_organ_out,Lung
MEND65,train,leave_organ_out,Lung
MEND66,train,leave_organ_out,Lung
MEND67,train,leave_organ_out,Lung
MEND68,train,leave_organ_out,Lung
MISC1,train,leave_organ_out,Lung
MISC10,train,leave_organ_out,Lung
MISC11,train,leave_organ_out,Lung
MISC12,train,leave_organ_out,Lung
MISC2,train,leave_organ_out,Lung
MISC3,train,leave_organ_out,Lung
MISC4,train,leave_organ_out,Lung
MISC5,train,leave_organ_out,Lung
MISC6,train,leave_organ_out,Lung
MISC7,train,leave_organ_out,Lung
MISC8,train,leave_organ_out,Lung
MISC9,train,leave_organ_out,Lung
TENX68,train,leave_organ_out,Lung
NCBI776,train,leave_organ_out,Lung
TENX13,train,leave_organ_out,Lung
TENX14,train,leave_organ_out,Lung
TENX39,train,leave_organ_out,Lung
TENX23,train,leave_organ_out,Lung
TENX53,train,leave_organ_out,Lung
TENX24,train,leave_organ_out,Lung
TENX50,train,leave_organ_out,Lung
NCBI1,train,leave_organ_out,Lung
NCBI2,train,leave_organ_out,Lung
NCBI3,train,leave_organ_out,Lung
NCBI4,train,leave_organ_out,Lung
NCBI591,train,leave_organ_out,Lung
NCBI592,train,leave_organ_out,Lung
NCBI593,train,leave_organ_out,Lung
NCBI594,train,leave_organ_out,Lung
NCBI595,train,leave_organ_out,Lung
NCBI771,train,leave_organ_out,Lung
TENX15,train,leave_organ_out,Lung
MISC101,train,leave_organ_out,Lung
MISC102,train,leave_organ_out,Lung
MISC103,train,leave_organ_out,Lung
MISC104,train,leave_organ_out,Lung
MISC105,train,leave_organ_out,Lung
MISC106,train,leave_organ_out,Lung
MISC107,train,leave_organ_out,Lung
MISC108,train,leave_organ_out,Lung
MISC109,train,leave_organ_out,Lung
MISC110,train,leave_organ_out,Lung
MISC111,train,leave_organ_out,Lung
MISC112,train,leave_organ_out,Lung
MISC113,train,leave_organ_out,Lung
MISC114,train,leave_organ_out,Lung
MISC115,train,leave_organ_out,Lung
MISC116,train,leave_organ_out,Lung
