sample_id,split,split_type,heldout
TENX28,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX29,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX49,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND33,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND34,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND35,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND36,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND91,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND92,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND93,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND95,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND96,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX89,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX90,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX91,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX92,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX73,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX56,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX27,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX30,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX31,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI653,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI654,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI655,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI656,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI657,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI628,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI629,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI630,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI631,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI632,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI633,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI634,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI635,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI636,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI637,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI638,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI639,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI640,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI641,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND63,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND64,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND65,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND66,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND67,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND68,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC1,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC10,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC11,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC12,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC2,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC3,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC4,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC5,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC6,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC7,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC8,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC9,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX68,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI776,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX13,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX14,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX39,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX23,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX53,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX24,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX50,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI1,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI2,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI3,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI4,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI591,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI592,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI593,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI594,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI595,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI771,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX15,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC101,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC102,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC103,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC104,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC105,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC106,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC107,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC108,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC109,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC110,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC111,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC112,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC113,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC114,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC115,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC116,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC117,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC118,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC119,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC120,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC121,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC122,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC123,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC124,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC125,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC126,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC127,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC128,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC129,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC130,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC131,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC132,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC133,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC134,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC135,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC136,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC138,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC139,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC140,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC141,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC142,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI562,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI563,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI564,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI565,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI566,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI567,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI568,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI538,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI539,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI540,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND48,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND49,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND54,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX71,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI599,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI692,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI693,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI694,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI695,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI696,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI697,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI698,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI699,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI700,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI701,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI702,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI703,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI704,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI705,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI706,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI707,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI708,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI709,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI710,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI711,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI712,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI713,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI714,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT1,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT10,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT11,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT12,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT13,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT14,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT15,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT16,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT17,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT18,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT19,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT2,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT20,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT21,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT22,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT23,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT24,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT3,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT4,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT5,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT6,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT7,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT8,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
INT9,test,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI642,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI643,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI826,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI827,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI828,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI829,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI830,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI831,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI832,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI833,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI672,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI673,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI674,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI675,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC13,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC14,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC15,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC16,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC17,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC18,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC19,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC20,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC21,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC22,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC23,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC24,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC25,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC26,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC27,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC28,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC29,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC30,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC31,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MISC32,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI534,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI535,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI536,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
NCBI537,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND41,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND45,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND47,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND51,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND52,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX62,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
TENX72,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND85,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND86,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND87,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND88,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND89,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
MEND90,train,leave_cohort_out,Tertiary lymphoid structures generate and propagate anti-tumor antibody-producing plasma cells in renal cell cancer
